sexo,idade,faixa_etaria,cor_raca,escolaridade,horas_trabalho_por_semana,portador_de_deficiencia,tamanho_da_empresa,tempo_no_emprego
2,51,7,8,9,40,0,10,28.9
2,47,6,99,9,30,0,10,107.1
1,60,7,99,6,30,0,10,202.5
1,24,3,8,7,44,0,3,23.5
1,49,6,2,7,44,0,6,39.5
1,34,5,9,7,44,0,7,1.5
2,35,5,8,6,44,0,8,21.7
2,45,6,99,7,36,0,10,33.9
1,20,3,9,5,44,0,7,1.8
1,50,7,99,8,20,0,9,239.9
1,57,7,8,3,44,0,4,62.5
2,37,5,99,7,40,0,10,186.5
2,48,6,99,7,40,0,10,165.6
1,41,6,99,9,20,0,10,147.8
1,38,5,99,7,44,0,8,6.9
2,24,3,8,7,44,0,3,4.1
1,37,5,8,7,44,0,8,24.8
1,24,3,9,7,44,0,3,15.9
1,32,5,9,7,44,0,6,11.7
1,23,3,8,7,44,0,9,22.8
2,42,6,99,9,40,0,10,227.0
1,25,4,8,7,44,0,9,1.2
2,35,5,8,7,44,0,3,78.9
1,43,6,99,7,40,0,10,274.4
1,18,3,4,6,44,0,7,5.9
2,42,6,9,4,24,0,2,5.7
1,25,4,8,7,44,0,5,38.9
2,59,7,8,9,1,0,9,148.5
1,31,5,8,7,44,0,2,59.1
1,41,6,99,9,40,0,9,22.2
1,42,6,99,7,30,0,10,273.9
1,38,5,8,5,44,0,10,4.7
2,37,5,99,9,40,0,10,130.6
1,58,7,2,2,44,0,6,174.9
1,41,6,8,7,44,0,6,108.5
2,58,7,99,9,36,0,10,106.9
1,39,5,8,7,36,0,6,74.5
1,30,5,9,7,44,0,5,1.6
1,29,4,8,9,44,0,5,22.8
2,43,6,99,9,25,0,10,226.5
1,31,5,9,7,0,0,3,7.6
2,30,5,8,7,44,0,3,0.9
1,54,7,8,7,44,0,8,10.7
1,54,7,99,7,30,0,10,337.9
1,55,7,99,9,40,0,10,247.2
2,41,6,2,8,40,0,2,33.7
1,34,5,8,7,44,0,7,7.6
1,41,6,8,7,36,0,5,1.9
1,34,5,99,9,40,0,10,38.9
1,52,7,2,6,44,0,5,169.4
1,43,6,99,7,30,0,10,146.4
1,25,4,8,9,44,0,5,2.9
2,39,5,9,7,36,0,4,4.9
1,34,5,9,7,44,0,4,15.9
2,50,7,99,9,36,0,6,202.9
1,49,6,8,7,44,0,4,0.5
1,29,4,9,7,44,0,2,10.5
1,44,6,99,6,40,0,5,171.8
2,33,5,99,7,40,0,6,96.6
1,31,5,2,7,40,0,2,6.4
1,47,6,8,5,21,0,10,228.3
1,30,5,99,10,40,0,10,36.3
1,47,6,8,9,30,0,10,34.9
2,39,5,99,7,40,0,10,59.1
1,32,5,8,7,36,0,7,49.9
1,21,3,8,7,44,0,10,2.5
2,38,5,99,7,40,0,10,197.7
2,41,6,99,9,20,0,10,21.1
1,44,6,8,7,44,0,7,29.9
1,32,5,8,6,44,0,7,6.8
2,28,4,99,7,36,0,10,22.9
1,44,6,2,7,44,0,3,15.2
2,41,6,8,9,44,0,3,222.3
2,28,4,8,8,44,0,3,15.9
1,39,5,8,7,36,0,9,22.9
2,36,5,99,7,40,0,10,156.7
1,16,2,4,6,20,0,8,12.2
1,25,4,8,2,44,0,7,40.2
1,35,5,8,7,36,0,7,140.1
2,24,3,8,7,44,0,6,25.4
1,21,3,8,7,44,0,4,2.8
2,46,6,8,7,44,0,9,87.7
1,37,5,9,7,44,0,3,14.9
2,21,3,9,8,44,0,5,2.1
2,38,5,99,9,30,0,10,178.9
2,22,3,8,7,44,0,3,22.6
1,20,3,8,6,44,0,5,15.0
1,20,3,8,7,44,0,8,11.3
1,41,6,8,9,40,0,7,7.8
2,36,5,99,9,40,0,10,53.5
1,29,4,99,7,40,0,10,95.9
2,43,6,9,7,22,0,10,16.9
1,41,6,8,7,44,0,4,40.2
1,32,5,4,7,44,0,10,65.9
2,33,5,99,7,40,0,10,89.2
2,49,6,99,9,40,0,10,448.5
2,23,3,99,9,44,0,10,46.9
1,56,7,2,8,44,0,5,124.9
2,47,6,99,7,30,0,5,130.9
1,24,3,4,7,44,0,5,14.4
1,55,7,8,8,44,0,5,47.9
1,53,7,99,7,30,0,9,414.7
2,40,6,99,7,30,0,9,35.9
1,37,5,8,9,0,0,6,4.9
1,51,7,8,7,44,1,7,90.9
2,38,5,8,7,44,0,6,90.6
1,20,3,2,7,44,0,7,21.9
2,55,7,6,4,44,0,5,169.9
1,37,5,8,9,44,0,5,0.7
2,54,7,99,7,40,0,10,388.4
2,30,5,8,9,40,0,5,17.7
1,25,4,9,7,44,0,3,4.3
1,31,5,8,7,44,0,7,7.7
2,55,7,99,9,30,0,10,23.7
1,48,6,99,9,30,0,10,64.8
2,59,7,2,9,40,0,7,248.1
1,43,6,8,6,0,0,7,48.2
1,35,5,2,7,40,0,5,26.9
1,38,5,9,7,44,1,6,95.6
2,38,5,99,7,40,0,10,26.9
1,56,7,9,9,40,0,10,20.4
1,45,6,99,7,44,0,10,180.0
2,43,6,99,7,40,1,10,103.5
1,42,6,8,3,36,0,9,6.6
2,47,6,99,9,30,0,10,237.9
1,36,5,8,9,40,0,6,23.6
2,45,6,99,9,30,0,7,298.4
1,47,6,2,7,44,0,4,42.7
1,45,6,8,7,44,0,10,1.2
2,27,4,9,9,44,0,5,9.4
1,57,7,99,3,40,0,10,321.2
2,43,6,8,2,44,0,4,134.9
1,51,7,8,7,44,0,10,154.9
2,52,7,99,9,20,0,10,186.7
1,35,5,8,5,43,0,9,109.7
1,51,7,99,5,40,0,9,249.0
2,26,4,8,7,44,0,2,20.7
2,41,6,8,6,44,0,4,2.3
2,29,4,2,7,44,0,2,9.8
2,42,6,99,7,40,0,10,212.9
1,48,6,99,7,30,0,10,178.9
1,43,6,99,9,30,0,10,16.8
1,25,4,8,7,44,0,7,1.5
1,35,5,9,5,44,0,6,6.6
2,41,6,99,9,40,0,8,226.9
1,20,3,8,7,44,0,2,13.9
2,35,5,99,7,32,0,9,154.9
2,25,4,2,7,44,0,6,13.1
2,39,5,9,7,35,0,6,13.4
2,37,5,99,7,30,0,10,46.7
1,33,5,8,5,44,0,3,11.9
1,41,6,99,9,40,0,8,138.9
1,33,5,99,7,30,0,10,150.8
2,47,6,8,9,44,0,8,42.3
1,48,6,4,4,44,0,7,42.2
1,54,7,8,9,44,0,8,159.9
2,46,6,8,7,44,0,9,35.9
1,21,3,8,7,44,0,7,17.9
1,30,5,8,7,44,0,10,83.7
2,25,4,9,7,44,0,7,1.4
2,37,5,99,9,30,0,10,37.8
1,29,4,4,9,44,0,7,6.7
2,22,3,8,7,24,0,3,17.5
1,61,7,99,4,36,0,10,117.9
1,36,5,9,7,44,0,2,136.9
1,21,3,8,7,40,0,7,0.4
1,38,5,8,7,44,0,8,41.9
2,23,3,8,8,44,0,8,2.5
2,51,7,99,9,30,0,10,326.9
1,41,6,2,7,44,0,8,11.5
2,48,6,99,9,40,0,10,156.3
1,36,5,99,6,16,0,7,176.1
2,37,5,99,9,30,0,9,32.6
1,25,4,8,5,44,0,3,6.9
1,25,4,2,6,44,0,9,19.4
2,26,4,8,7,44,0,7,47.6
2,19,3,8,7,44,0,2,3.9
1,44,6,2,7,36,0,6,150.2
1,28,4,8,7,44,0,5,0.9
1,38,5,8,7,44,0,6,39.3
1,48,6,99,9,30,0,10,6.9
1,26,4,8,6,22,0,10,62.7
1,23,3,8,7,44,0,5,24.5
1,37,5,8,7,44,0,5,73.1
1,43,6,8,8,30,0,6,191.7
1,29,4,8,7,36,0,4,15.5
1,22,3,8,7,44,0,5,3.9
2,22,3,8,6,44,0,6,58.4
1,34,5,8,5,44,0,7,12.8
2,49,6,99,9,40,0,8,202.9
1,26,4,9,8,44,0,5,7.9
2,28,4,2,10,40,0,10,13.3
2,35,5,2,7,38,0,4,56.0
1,33,5,8,7,44,0,6,32.8
1,47,6,99,7,40,0,10,284.6
1,33,5,99,7,30,0,10,109.7
1,29,4,9,7,44,0,4,83.9
2,39,5,99,7,30,0,9,179.7
1,55,7,99,7,44,0,9,200.5
2,36,5,99,9,44,0,10,178.8
1,23,3,8,7,44,0,4,25.0
2,68,8,99,7,40,0,10,261.9
1,45,6,2,2,44,0,2,193.3
1,23,3,8,3,44,0,5,5.5
2,36,5,8,7,44,0,10,79.5
2,43,6,8,8,44,0,3,36.7
1,35,5,8,7,44,0,9,22.9
2,33,5,8,7,44,0,6,0.5
1,36,5,8,9,44,0,3,19.9
1,30,5,8,5,44,0,2,0.9
1,54,7,9,4,44,0,7,115.9
2,31,5,99,9,30,0,10,50.6
2,39,5,99,7,30,0,5,115.4
1,47,6,8,3,44,0,3,57.9
1,48,6,99,4,44,0,10,29.9
1,43,6,99,2,36,0,9,153.7
2,41,6,99,7,30,0,10,216.8
1,30,5,9,7,44,0,5,9.1
1,25,4,8,4,44,0,4,4.9
1,62,7,8,5,44,0,6,111.9
2,52,7,99,9,40,0,10,316.4
2,40,6,99,9,40,0,10,129.5
1,48,6,9,7,44,0,3,27.5
2,50,7,8,7,44,0,8,299.8
2,56,7,99,9,20,0,10,263.6
2,27,4,99,7,40,0,10,80.9
2,40,6,99,9,40,0,10,65.0
2,37,5,99,7,36,0,9,217.9
1,20,3,8,6,44,0,6,5.8
2,56,7,99,7,40,0,10,305.6
1,31,5,9,7,44,0,6,15.3
2,29,4,2,9,36,0,4,3.9
1,43,6,4,6,44,0,5,12.4
2,39,5,99,7,30,0,10,130.5
2,37,5,99,7,30,0,10,66.0
2,37,5,8,8,44,1,7,18.4
1,33,5,99,7,30,0,10,94.9
2,40,6,99,9,40,0,10,57.0
2,33,5,99,9,30,0,8,71.0
2,49,6,99,7,30,0,10,130.5
1,41,6,8,7,40,0,9,41.6
1,48,6,9,9,44,0,5,119.6
2,48,6,99,6,40,0,10,117.5
1,50,7,99,7,44,0,7,11.5
1,45,6,8,2,44,0,6,4.3
1,26,4,8,6,44,0,2,1.4
1,30,5,8,7,44,0,5,4.1
1,38,5,8,7,44,0,6,4.9
2,35,5,99,7,36,0,10,21.9
1,32,5,8,9,44,0,9,19.9
1,52,7,99,7,30,0,10,176.4
1,35,5,8,7,44,0,7,80.5
2,22,3,9,8,44,0,3,4.9
1,29,4,8,7,44,0,8,2.3
2,40,6,99,7,40,0,8,66.0
2,50,7,8,9,22,0,5,114.9
1,24,3,8,7,44,0,8,3.1
1,35,5,8,7,44,0,3,96.6
1,46,6,99,9,20,0,10,160.5
1,33,5,8,5,44,0,5,9.9
2,27,4,8,7,44,0,6,18.2
2,31,5,99,7,44,0,10,21.9
2,45,6,99,7,30,0,10,11.0
1,27,4,8,7,44,0,8,7.5
1,29,4,8,7,44,0,2,21.9
1,41,6,99,7,30,0,10,59.9
2,26,4,99,9,30,0,10,11.2
1,39,5,8,7,44,0,10,21.9
1,34,5,99,9,44,0,10,116.9
1,50,7,99,7,30,0,10,7.6
2,32,5,99,9,30,0,10,36.9
2,27,4,8,7,44,0,5,19.6
1,24,3,8,7,44,0,8,0.9
1,30,5,8,7,44,0,8,4.8
1,60,7,99,9,40,0,10,420.8
1,30,5,9,7,44,0,2,0.9
1,34,5,4,7,40,0,5,118.6
1,37,5,8,7,44,0,5,81.1
1,64,7,8,5,44,0,9,242.8
1,63,7,99,7,30,0,10,474.8
1,27,4,8,7,44,0,3,4.9
2,56,7,99,9,40,0,10,96.8
2,53,7,99,9,20,0,8,452.8
2,19,3,8,7,44,0,2,4.9
2,41,6,8,9,44,0,5,7.3
2,40,6,8,7,44,0,9,59.6
1,26,4,8,7,36,0,8,39.8
1,26,4,8,7,44,0,8,1.6
1,32,5,8,2,44,0,10,104.4
1,26,4,8,7,44,0,5,41.9
2,39,5,2,7,44,0,10,3.7
2,28,4,8,9,44,0,8,52.9
1,48,6,8,8,44,0,3,219.8
1,50,7,2,7,44,0,10,351.4
2,35,5,99,9,35,0,9,213.9
1,22,3,9,7,44,0,3,7.2
2,44,6,99,7,30,0,10,15.9
2,34,5,99,9,40,0,10,67.1
2,38,5,99,9,8,0,10,221.9
2,16,2,8,6,20,0,6,1.4
2,40,6,99,2,40,0,10,6.9
2,33,5,6,9,20,0,6,82.9
1,48,6,99,1,44,0,9,41.9
2,30,5,8,7,36,0,5,29.9
1,32,5,2,5,44,0,3,39.9
2,36,5,99,9,40,0,10,134.7
2,25,4,2,7,44,0,2,2.0
2,30,5,99,7,30,0,10,44.9
1,21,3,8,7,44,0,9,35.6
1,44,6,99,9,30,0,10,31.4
1,39,5,8,7,40,0,10,15.4
2,24,3,2,6,44,0,4,0.9
2,27,4,8,7,44,0,3,18.2
1,40,6,99,7,30,0,9,20.6
2,30,5,99,9,18,0,10,14.7
1,26,4,99,7,40,0,10,23.4
1,31,5,8,6,44,0,9,13.8
2,44,6,99,7,30,0,7,271.4
1,34,5,8,7,44,0,9,2.1
2,28,4,2,7,36,0,3,32.9
1,23,3,8,4,44,0,7,68.7
1,47,6,8,9,37,0,6,161.9
2,22,3,9,2,40,0,10,11.8
2,31,5,8,7,44,0,6,19.2
1,57,7,99,4,30,0,8,425.9
1,25,4,8,6,44,0,2,33.9
2,28,4,8,4,44,0,2,2.5
1,35,5,99,10,40,0,10,60.3
2,45,6,99,9,30,0,10,12.4
2,33,5,4,9,44,0,8,113.7
2,22,3,2,7,44,0,2,54.8
1,43,6,99,9,20,0,10,87.4
1,26,4,8,7,44,0,6,13.3
1,23,3,8,7,44,0,3,19.9
1,58,7,8,2,44,0,8,25.2
1,33,5,8,7,44,0,7,42.2
1,36,5,8,7,44,0,8,108.9
1,37,5,8,7,44,0,10,10.9
1,27,4,8,7,36,0,7,6.9
2,22,3,8,7,44,0,8,37.3
1,25,4,9,7,44,0,4,3.7
2,29,4,99,9,30,0,10,33.2
1,42,6,9,5,44,0,6,2.3
2,18,3,8,5,20,0,6,9.9
2,42,6,99,9,40,0,7,166.9
2,35,5,99,9,30,0,10,9.3
2,30,5,8,7,44,0,4,11.6
1,33,5,8,7,44,0,10,17.6
2,30,5,8,7,44,0,2,56.9
2,42,6,99,11,40,0,7,47.6
2,32,5,99,5,30,0,10,142.4
1,35,5,8,7,36,0,6,50.6
1,42,6,8,7,44,0,2,44.6
2,47,6,99,7,40,1,10,11.9
2,57,7,99,4,44,0,8,166.1
1,36,5,8,3,44,0,8,72.5
2,44,6,99,7,30,0,10,59.9
2,29,4,9,7,44,0,6,31.6
1,36,5,99,7,40,0,10,143.0
2,20,3,2,8,44,0,2,2.9
1,34,5,2,7,44,0,4,2.7
1,29,4,8,7,44,0,7,17.9
1,24,3,8,8,44,0,2,34.9
1,47,6,99,7,30,0,10,92.0
1,41,6,99,9,44,0,10,0.9
1,41,6,9,5,44,0,5,88.9
1,51,7,9,7,44,0,2,167.9
2,54,7,8,7,44,0,9,15.2
2,45,6,8,7,44,0,6,51.9
2,27,4,8,7,13,0,5,19.9
2,30,5,8,6,44,0,2,39.9
1,30,5,8,1,44,0,7,64.6
2,52,7,99,9,30,0,7,197.9
2,63,7,99,9,30,0,10,240.8
1,48,6,99,7,44,0,2,10.9
1,33,5,8,8,44,0,8,11.0
2,55,7,99,7,40,0,7,260.5
1,32,5,9,6,44,0,7,14.8
2,25,4,99,7,40,0,10,8.0
1,20,3,8,7,44,0,7,8.7
2,38,5,9,7,44,0,9,20.0
1,24,3,9,7,44,0,8,21.9
1,40,6,8,7,44,0,2,10.9
2,66,8,8,7,44,0,9,460.5
2,35,5,2,8,44,0,7,35.9
1,43,6,8,9,40,0,10,30.5
1,19,3,2,7,44,0,4,9.9
1,35,5,8,9,44,0,4,101.9
2,33,5,99,9,30,0,10,23.7
1,41,6,99,9,36,0,8,149.9
1,45,6,9,5,44,0,6,0.6
1,30,5,9,9,44,0,4,21.1
1,43,6,8,6,44,0,10,148.9
2,44,6,99,9,25,0,10,21.5
2,36,5,99,9,20,0,10,175.5
1,24,3,9,7,44,0,4,5.3
1,48,6,9,9,44,0,2,5.9
1,19,3,8,4,44,0,3,7.9
2,33,5,8,7,44,0,2,5.9
2,24,3,9,7,44,0,3,0.4
1,48,6,99,7,36,0,10,118.9
2,39,5,2,9,40,0,7,10.9
2,34,5,99,9,40,0,10,94.8
1,33,5,8,7,44,0,7,140.8
1,22,3,9,7,44,0,6,1.8
1,25,4,8,7,40,0,10,11.5
1,21,3,8,7,44,0,5,1.8
2,37,5,99,9,30,0,10,17.7
1,58,7,8,8,42,0,8,199.4
2,46,6,99,7,40,0,10,111.0
1,32,5,8,7,44,0,3,47.9
2,54,7,99,7,30,0,10,362.9
2,42,6,99,9,30,0,10,145.1
1,21,3,2,4,44,0,5,5.0
1,36,5,99,6,44,0,10,183.9
2,30,5,99,9,40,0,10,71.9
2,37,5,8,6,40,0,4,76.6
1,37,5,4,5,44,0,6,2.9
1,36,5,9,7,44,0,7,5.2
1,45,6,99,7,32,0,10,178.9
1,54,7,99,5,36,0,9,137.9
2,45,6,99,7,30,0,5,275.9
1,44,6,8,7,44,0,3,13.9
2,45,6,2,7,44,0,2,39.9
1,23,3,8,7,44,0,4,27.9
1,47,6,9,7,44,0,5,2.3
2,44,6,99,5,30,0,10,144.4
2,19,3,8,7,24,0,4,9.8
1,56,7,99,6,30,0,6,147.9
1,19,3,8,7,44,0,2,9.9
2,36,5,99,7,40,0,7,177.6
2,73,8,99,4,30,0,9,275.9
2,36,5,8,7,44,0,5,22.9
2,25,4,2,7,44,0,5,27.9
2,28,4,99,9,40,0,7,13.8
1,30,5,2,7,9,0,2,90.9
1,56,7,99,3,40,0,10,261.9
2,48,6,99,9,40,0,9,165.3
1,46,6,8,5,40,0,8,69.9
2,57,7,8,7,40,0,9,397.1
2,41,6,99,7,30,0,10,30.5
2,44,6,99,7,30,0,10,189.9
1,49,6,99,9,1,0,9,140.3
2,34,5,99,3,30,0,10,162.6
1,25,4,99,7,30,0,8,6.5
1,28,4,4,7,37,0,10,75.5
1,29,4,2,5,44,0,5,42.9
2,43,6,99,9,40,0,10,247.1
1,68,8,99,9,20,0,10,416.4
1,29,4,8,7,44,0,5,40.5
1,26,4,9,5,44,0,8,5.4
2,29,4,99,6,44,0,9,52.9
2,25,4,9,8,44,0,5,0.8
1,25,4,2,7,36,0,8,6.2
2,50,7,99,7,30,0,10,94.9
2,57,7,99,7,44,0,10,43.9
1,44,6,99,9,40,0,10,297.7
1,33,5,2,10,44,0,9,14.9
1,33,5,99,7,36,0,9,125.9
2,39,5,8,7,44,0,9,43.0
2,35,5,8,9,22,0,5,21.7
2,29,4,8,9,20,0,7,95.0
1,50,7,99,9,40,0,10,187.6
1,51,7,8,7,44,0,5,4.5
2,42,6,99,7,30,0,10,73.6
1,32,5,9,7,40,0,10,7.1
1,52,7,2,6,44,0,2,4.3
2,43,6,99,7,30,0,10,10.9
2,25,4,8,7,44,0,8,58.9
2,53,7,9,7,44,0,7,8.5
1,39,5,4,4,44,0,5,5.0
2,45,6,8,9,25,0,10,4.5
1,35,5,99,5,44,0,9,4.5
2,36,5,99,7,44,0,9,166.9
1,44,6,2,7,44,0,9,171.9
2,22,3,8,7,44,0,4,3.5
1,24,3,9,7,15,0,3,12.9
2,34,5,8,9,44,0,8,86.9
1,39,5,99,9,40,0,10,44.6
1,29,4,9,7,44,0,4,14.9
2,32,5,99,7,40,0,10,77.5
2,29,4,8,7,44,0,2,60.7
2,46,6,99,9,20,0,10,202.4
1,43,6,99,9,40,0,8,146.2
2,39,5,8,9,24,0,10,21.4
2,37,5,8,5,44,0,4,2.9
1,50,7,8,7,44,1,10,15.6
1,29,4,8,2,44,0,10,1.9
2,42,6,8,7,44,0,3,26.2
1,35,5,2,5,44,0,9,22.9
1,36,5,8,7,44,0,4,0.5
1,29,4,9,8,44,0,4,31.9
2,56,7,99,7,40,0,10,446.7
1,21,3,8,7,44,0,4,25.8
2,46,6,99,9,30,0,10,171.2
2,44,6,99,9,30,0,10,96.5
1,35,5,9,9,44,0,3,97.9
2,42,6,99,7,36,0,10,116.9
1,40,6,8,6,44,0,10,10.2
2,66,8,99,9,30,0,10,463.4
1,29,4,8,8,44,0,4,35.7
1,27,4,2,8,44,0,4,18.1
2,20,3,8,7,24,0,8,10.9
2,27,4,8,7,44,0,3,1.1
2,35,5,8,7,36,0,4,9.9
1,39,5,8,9,44,0,10,16.6
1,36,5,8,7,44,0,5,40.9
1,47,6,8,7,44,0,3,33.9
2,39,5,99,9,40,0,10,167.0
1,26,4,8,7,44,0,3,13.9
1,33,5,8,7,44,0,8,15.4
1,41,6,8,6,44,0,4,0.7
2,19,3,8,7,44,0,2,1.6
1,22,3,8,7,44,0,3,0.9
2,24,3,8,7,44,0,6,6.5
1,49,6,99,7,40,0,10,104.7
2,31,5,8,7,36,0,6,4.7
2,43,6,99,9,40,0,10,133.5
1,31,5,4,7,44,0,2,11.9
1,27,4,8,6,44,0,5,18.4
2,28,4,8,7,44,0,2,11.9
2,57,7,99,7,30,0,10,86.7
2,25,4,9,9,44,0,2,5.7
2,48,6,9,9,44,0,4,39.6
2,57,7,99,9,44,0,6,460.9
1,39,5,8,7,40,0,8,10.8
2,55,7,8,2,44,0,10,111.9
1,30,5,2,7,44,0,5,22.1
1,28,4,99,9,40,0,10,89.4
2,65,8,2,7,44,0,3,45.9
2,44,6,8,7,40,0,9,10.6
1,44,6,8,5,44,0,9,84.7
1,40,6,8,8,44,0,5,125.3
1,65,8,99,7,30,0,10,477.7
2,66,8,99,7,30,0,9,433.9
1,50,7,99,4,30,0,10,354.9
1,18,3,8,6,44,0,9,1.2
2,28,4,99,9,36,0,7,4.5
2,35,5,8,7,34,0,8,81.6
1,23,3,8,7,44,0,10,10.4
1,27,4,8,7,44,0,5,68.1
1,42,6,8,4,44,0,3,18.9
2,27,4,8,7,44,0,10,5.5
1,48,6,9,9,40,0,7,59.9
1,31,5,8,7,44,0,7,8.2
1,51,7,8,5,44,0,3,13.9
2,51,7,99,9,40,0,10,95.9
2,42,6,99,6,40,0,10,225.9
2,45,6,8,7,44,0,10,20.9
2,41,6,8,6,44,0,7,77.4
2,42,6,9,7,42,0,4,98.4
2,44,6,99,7,30,0,10,86.5
2,22,3,9,7,44,0,4,3.9
1,25,4,9,7,38,0,7,7.0
1,36,5,8,7,44,0,5,9.9
2,48,6,8,9,44,0,9,69.9
1,18,3,8,7,44,0,5,0.6
2,34,5,99,9,40,0,9,68.0
2,32,5,8,4,44,0,9,40.9
1,53,7,2,7,36,0,7,1.4
1,45,6,8,4,44,0,3,18.9
2,43,6,8,7,44,0,8,4.4
1,39,5,99,9,40,0,10,32.7
2,38,5,9,7,44,0,6,16.7
1,55,7,99,7,30,0,7,127.5
2,25,4,2,7,44,0,4,10.4
2,40,6,2,7,44,0,4,38.9
1,60,7,99,9,20,0,10,221.4
1,20,3,8,7,44,0,4,30.9
2,43,6,99,8,40,0,9,83.7
1,41,6,8,5,44,0,5,198.9
1,28,4,9,7,44,0,8,4.8
2,47,6,99,7,30,0,10,17.9
2,53,7,99,9,40,0,9,164.9
1,28,4,8,7,44,0,10,43.6
1,58,7,99,9,30,0,10,334.4
2,61,7,2,4,44,0,3,175.9
1,25,4,2,7,44,0,3,1.8
1,38,5,8,7,36,0,6,110.9
1,41,6,8,3,44,0,10,100.9
2,37,5,8,7,44,0,6,41.9
1,35,5,8,7,33,0,8,137.9
1,23,3,8,6,44,0,5,14.4
1,30,5,8,7,44,0,7,21.6
2,21,3,9,7,36,0,7,2.7
1,18,3,9,7,44,0,5,3.5
1,30,5,8,9,36,0,6,21.1
1,28,4,8,7,44,0,5,65.4
1,33,5,99,7,30,0,10,16.8
1,39,5,8,7,44,0,4,16.2
2,17,2,8,6,44,0,4,2.7
2,35,5,8,9,44,0,8,0.9
1,31,5,9,7,40,0,10,20.9
2,56,7,99,7,30,0,10,378.2
2,24,3,9,7,44,0,3,18.9
1,28,4,8,7,42,0,10,17.9
1,30,5,99,5,40,0,10,21.9
2,52,7,99,7,30,0,7,220.8
2,61,7,99,9,25,0,10,381.1
1,41,6,8,7,0,0,9,117.0
1,53,7,8,5,44,0,7,2.3
1,21,3,9,7,36,0,5,11.2
1,22,3,9,7,44,0,2,30.6
2,29,4,8,7,44,0,10,3.4
1,42,6,99,7,30,0,10,11.7
1,20,3,8,7,44,0,9,13.8
1,31,5,8,7,44,0,4,13.1
1,28,4,6,7,44,0,7,58.6
2,61,7,99,5,40,0,9,134.9
1,43,6,9,7,44,0,5,4.1
2,40,6,99,9,44,0,10,165.9
2,57,7,8,9,44,0,8,129.9
1,28,4,9,8,44,0,5,2.8
1,33,5,8,7,44,0,5,48.8
1,48,6,8,7,44,0,5,77.2
1,30,5,8,7,44,0,8,76.6
1,71,8,99,9,20,0,10,346.1
2,37,5,99,9,36,0,9,111.9
2,38,5,8,7,44,0,3,113.7
1,62,7,99,5,40,0,10,228.4
2,44,6,99,9,44,0,10,147.9
2,29,4,8,7,44,0,6,7.8
1,36,5,8,7,44,0,9,34.2
2,41,6,8,8,44,0,10,29.8
2,25,4,8,7,44,0,7,81.3
2,37,5,8,7,44,0,9,10.4
1,28,4,99,7,30,0,10,85.5
2,68,8,99,9,30,0,10,414.5
1,31,5,8,6,44,0,7,57.9
2,20,3,8,7,44,0,7,5.3
1,23,3,8,7,44,0,4,15.4
1,25,4,9,7,44,0,6,55.4
2,62,7,99,5,30,0,10,185.3
1,21,3,8,7,44,0,3,13.7
1,39,5,8,9,40,0,5,124.7
2,22,3,9,7,44,0,5,11.8
1,35,5,8,7,36,0,4,23.2
1,32,5,99,7,44,0,4,11.8
1,37,5,9,7,44,0,4,17.9
1,24,3,8,9,44,0,5,45.2
1,24,3,8,6,44,0,4,54.9
1,33,5,8,7,44,0,10,65.2
1,54,7,99,9,30,0,10,367.8
2,24,3,9,7,44,0,5,1.6
2,40,6,99,9,30,0,10,163.5
1,42,6,8,7,44,0,5,65.7
1,21,3,8,6,44,0,6,0.9
1,29,4,8,7,44,0,7,111.8
2,46,6,99,9,30,0,3,244.9
1,25,4,8,6,44,0,7,41.4
1,35,5,8,7,36,0,6,44.6
1,36,5,8,4,44,0,5,202.9
2,30,5,2,7,44,0,4,31.9
2,39,5,99,7,30,0,10,6.4
1,31,5,9,6,44,0,5,6.7
2,42,6,99,9,20,0,10,147.9
1,32,5,99,9,30,0,10,118.0
1,49,6,8,7,44,0,9,222.6
2,45,6,8,9,30,0,10,34.3
1,40,6,8,7,44,0,8,10.8
2,43,6,8,7,40,0,9,113.6
2,41,6,9,7,40,0,10,21.6
2,29,4,8,6,44,0,5,18.9
1,49,6,8,7,44,0,7,5.1
1,26,4,8,7,44,0,4,3.7
2,48,6,8,9,30,0,10,8.4
1,39,5,2,7,44,0,4,0.9
2,59,7,99,5,40,0,9,166.7
1,46,6,8,2,44,0,7,5.5
1,18,3,2,4,44,0,10,7.5
1,36,5,99,7,30,0,8,89.2
1,55,7,9,7,44,0,3,19.9
1,53,7,8,9,36,0,9,376.5
2,29,4,9,7,36,0,10,8.4
2,26,4,2,9,44,0,5,1.3
1,59,7,8,4,36,0,3,284.5
2,22,3,8,8,44,0,6,0.2
2,31,5,8,7,44,0,2,58.9
1,35,5,99,7,30,0,7,106.9
1,21,3,8,7,44,0,6,29.4
1,65,8,8,2,30,0,10,197.9
1,27,4,8,5,44,0,2,22.9
2,39,5,99,9,30,0,10,15.1
1,34,5,8,7,44,0,8,96.7
1,56,7,8,7,44,0,4,104.9
1,29,4,8,7,36,0,5,8.3
2,19,3,2,8,24,0,4,2.8
1,33,5,8,5,44,0,3,8.7
1,59,7,8,7,44,0,2,111.9
1,43,6,8,7,36,0,6,28.5
1,38,5,8,7,44,0,7,139.3
2,41,6,8,7,44,0,2,34.9
2,28,4,99,7,40,0,4,46.9
2,20,3,2,7,30,0,4,1.9
1,46,6,9,9,25,0,9,309.9
1,35,5,9,7,44,0,5,12.8
